cDesc,cSize,cGenes,k_input_from_cGenes,k_present,k_missing,fraction_present,category_score_z,null_mean_score_z,p_one_sided,tail,p_corrected
negative regulation of keratinocyte proliferation,8,"EFNB2, KDF1, CASK, PTPRK, SNAI2, KLF9, INTU, FGFR2",8,8,0,1.0,0.034648600965738297,-1.765254609153999e-18,0.19758024197580243,two-sided,0.6052147219926906
positive regulation of cardiac muscle contraction,6,"RGS2, NOS1AP, ADRA1A, CHGA, NPPA, KCNQ1",6,6,0,1.0,0.034643519669771194,-3.0198066269804256e-18,0.3076692330766923,two-sided,0.6402318130925087
positive regulation of ubiquitin protein ligase activity,6,"SKP1, FZR1, CDC14B, GOLGA2, UBE2S, BTRC",6,6,0,1.0,0.03462840989232063,-1.865174681370263e-18,0.3457654234576542,two-sided,0.6605701521351132
regulation of cellular response to oxidative stress,42,"NONO, NME5, ENDOG, MAPK7, PAWR, FOXP1, FZD1, NOL3, GFER, FBLN5, SLC7A11, TLR4, TSC1, SZT2, PYCR1, SIRT3, BAG5, OXR1, CTNNB1, TXN, PARP1, MET, ATF4, TRPM2, HTRA2, ATG7, RGN, AIFM2, HGF, SIRT1, FBXW7, STK26, HSPB1, TNF, LRRK2, TREM2, LANCL1, SOD1, SOD2, ALOX5, PINK1, NR4A3",42,42,0,1.0,0.034617867320775986,-5.773159728050814e-19,0.140985901409859,two-sided,0.5898481380912188
rhythmic process,167,"SUV39H1, BTRC, STAR, PCNA, RORA, GNAQ, HTR7, NTRK2, ADNP, ADORA1, CTNNA1, AMH, KMT2A, RELB, MAGEL2, FBXW7, RBM4, ID2, CRH, NRIP1, OGT, NPY5R, PPP1CC, EGR2, HDAC2, TRPM2, NPAS2, PER1, HEBP1, ROCK2, SERPINF1, DDB1, OPRM1, ZFHX3, ENOX1, VEGFA, SREBF1, ID4, SRRD, CAVIN3, CLDN4, TIMP4, GRIN3A, PROX1, UBE3A, ATG7, EGR1, PTN, OPN4, NMU, KDM5A, RAI1, FZD4, BHLHE40, PRKCG, USP9X, HS3ST2, DHX9, CLOCK, TNF, INHBA, MMP14, HYAL3, KCNH7, TIMELESS, PDGFRA, CASP3, TNFRSF11A, NAMPT, ATF5, MAGED1, MAP2K6, ATF4, ROBO2, ARNTL2, EIF2B5, MAPK10, ARRB1, AHCY, KDM5C, JUN, FOXL2, METTL3, RORB, INHBB, PPP1CB, PER3, PDE6B, KITLG, MYBBP1A, SIRT1, PTX3, TOP1, NUDT12, NR1D2, GABRB1, CEBPB, DRD2, NAGLU, NCOR2, PLEKHA1, OXTR, DDX5, NLGN1, AHR, DBP, SRD5A1, NOS2, SLIT3, ARNTL, OPRL1, GNRH1, ASS1, BTBD9, GAS2, TYRO3, ANG, TWIST1, ADCYAP1, PRKAA2, MTTP, ANXA1, TARDBP, KCNQ1, NDUFA9, OPRK1, HNRNPR, KLF10, RBM4B, CIPC, FBXL12, CDK5, HLF, PPARGC1A, FBXL3, HOMER1, CUL4A, BCL2, LGR4, KCNA2, NONO, KLF9, MDK, C3orf70, GPR176, PER2, SOD1, FANCG, ATOH7, VGF, NR1D1, CRY1, KDM5B, ADRB1, CARTPT, PPARG, KIT, CYP1B1, SIAH2, ADCY1, CREM, MYC, EGR3, BHLHE41, EIF2B2, GDF10, FOXC1",167,167,0,1.0,0.03459640592336655,-3.1086244689504383e-19,0.06929307069293071,two-sided,0.5895758749483904
semaphorin-plexin signaling pathway,27,"ARHGDIA, SEMA3C, MET, SEMA3E, SEMA4D, RAC1, EDN1, PLXNC1, SEMA5B, SEMA4C, SEMA5A, PLXNA3, SEMA3A, SEMA4F, SH3BP1, SEMA4A, SEMA6B, PLXNA1, NRP2, PLXNA4, SEMA7A, PLXNB2, EDNRA, NRP1, SEMA6D, SEMA3D, PLXND1",27,27,0,1.0,0.034574005752801895,-3.697042672001772e-18,0.2430756924307569,two-sided,0.6232376323963394
phosphatidylcholine catabolic process,8,"LIPC, PLA2G5, APOC1, ENPP2, PLA2G4A, PLA2G7, PNPLA7, PLB1",8,8,0,1.0,0.034566473215818405,-1.4210854715202004e-18,0.23997600239976002,two-sided,0.6232376323963394
cerebral cortex development,67,"RELN, BCL2A1, POU3F2, ATIC, TBR1, MKKS, EMX1, CNTNAP2, TSC1, SUN2, LAMB1, BTBD3, PAFAH1B1, SUN1, MCPH1, NPY, MDGA1, P2RY12, SLC38A2, TACC1, CTNNB1, ADGRG1, TACC3, BLOC1S2, SRGAP2, FOXP2, ROBO1, PTPRS, BNIP3, ZMIZ1, NDEL1, NDE1, NSUN5, MBOAT7, DIXDC1, SMO, GART, GNG12, NEFL, CCDC85C, NTRK2, BAD, MDK, NRP2, CEP120, CDK5, LHX2, SRD5A1, LRP8, FGF13, PPP1R9B, ASCL1, FOXG1, ARX, DAB1, POU3F3, DMD, GLI3, SEMA3A, CELF1, RTN4, SLC2A1, NR2E1, CDH2, PLCB1, PAX6, NRP1",67,67,0,1.0,0.03453473001718521,8.881784197001253e-20,0.1491850814918508,two-sided,0.598154157187021
calcium-mediated signaling,101,"PPP3CA, P2RX5, MCOLN1, CAMKK2, HINT1, LMCD1, SYK, EDN1, CHRM3, MCU, BCAP31, KSR2, ATP2B4, HDAC4, CAMK2D, CCR10, SPHK1, TNNI3, FKBP1A, MAPK7, FHL2, NFATC3, PTPRJ, SLC24A4, PTPRC, TBC1D10C, HRC, DYRK2, TMEM38B, MCTP1, ATP2A2, SPPL3, SELENON, EDNRB, NFAT5, CASQ1, GRM5, LAT, SLC9A1, PPP3CB, PPP1R9B, SAMD14, NUDT4, PPP3R1, POMC, RYR2, CXCR4, CACNA1C, ATP1B1, P2RY6, LRRK2, PLCG2, NFATC1, PRNP, GRIN2C, NOS1, TREM2, FIS1, PPP3CC, IGF1, CX3CR1, CIB1, SGCD, CCR5, DMD, CDH13, CALM3, JPH4, FKBP1B, CALM2, EFHB, P2RX4, ITPR1, GSTM2, P2RY12, LAT2, GRIN2A, HOMER3, PPP1R9A, JPH3, TENM2, RCAN2, HPCA, NRG1, CCR1, TNF, TRPM2, GPR143, PLCE1, GRIN2B, PKD2, CALM1, TMEM38A, ZMPSTE24, NEUROD2, CAMTA1, NCALD, CHP2, SLC8A1, AKAP6, ACKR3",101,101,0,1.0,0.03451310843229294,-1.3100631690576847e-18,0.19108089191080893,two-sided,0.6007011207438532
energy reserve metabolic process,46,"PGM2L1, PPP1R3B, DYRK2, PPP1CB, GYG2, INSR, IGF1, INPP5K, NR1D1, MT3, PHKA2, PFKM, PPP1R1A, PPP1R3D, MRAP2, GNAS, PER2, PID1, PPP1R3E, PPP1R3F, IL6ST, GRB10, EPM2AIP1, HMGB1, PASK, ENPP1, STBD1, GFPT2, UGP2, MYC, GBE1, IRS1, PCDH12, STK40, PRKAG2, PGM1, NHLRC1, LEPR, ADGRF5, ESRRB, AGL, PPP1CC, CALM1, SORBS1, EPM2A, PYGL",46,46,0,1.0,0.0344226248562336,1.9317880628477722e-18,0.16128387161283872,two-sided,0.5983663610594671
second-messenger-mediated signaling,165,"TOR2A, TMEM38A, DDAH1, DDAH2, LAT2, UBE2B, RNF157, PPP3R1, PLCE1, CASQ1, HTR5A, NFAT5, GSTM2, PCLO, SLC9A1, EFHB, P2RX4, CCR10, APOE, SELENON, GUCY1A2, TREM2, INPP5A, HTR2C, CHRM3, ADCYAP1R1, PKD2, PPP3CA, CACNA1C, TRPM2, MCOLN1, ITPR3, FKBP1B, TBC1D10C, EDNRB, HRC, LINC00473, NOS1, PPP3CC, TNF, MCU, NEUROD2, TENM2, OPRM1, PDE7A, EDN1, ITPR2, FHL2, FFAR4, ATP2B4, AKAP6, EPHA5, FPR1, KSR2, RYR2, CCR5, PPP1R9B, KCNC2, CALM1, CAMKK2, HDAC4, DMD, GPR143, LRRK2, NCALD, SYK, PRNP, POMC, ADNP, GPR62, NUDT4, DYRK2, NRG1, RASD1, PDE2A, CAMTA1, RCAN2, GUCY1A1, CDH13, TMEM38B, CALM2, AHR, AQP1, PDE11A, NEUROD1, CXCR4, SAMD14, ITPR1, CHP2, P2RY12, ZMPSTE24, LAT, PPP1R9A, PDE7B, TBXA2R, BCAP31, ADORA2B, PLCG2, EDN3, OPRL1, ADCY1, P2RY6, APLNR, CDC34, CAMK2D, GUCA2B, ADM, NOS2, RUNDC3A, SPPL3, ADGRG6, GRIN2B, RGS2, CAP1, GAL, IGF1, GRM5, FKBP1A, ATP2A2, RIMS2, NFATC1, PDE3A, CRTC3, ATP1B1, TNNI3, P2RX5, NPR2, HOMER3, ADCY2, FIS1, PDE10A, PPP3CB, RAPGEF4, CALM3, CIB1, CAP2, JPH3, SGCD, SPHK1, GRIN2C, NFATC3, MCTP1, NPPA, HRH1, LMCD1, ACKR3, GRIN2A, CCR1, ADCYAP1, GNAS, GPR61, PRKG1, HPCA, PTPRJ, CRH, SLC8A1, CX3CR1, RAPGEF2, MAPK7, SLC24A4, DGKD, HINT1, JPH4, NOS1AP, PTPRC",165,165,0,1.0,0.03440776467323303,1.5099033134902128e-18,0.18188181181881813,two-sided,0.6007011207438532
phosphatidylinositol dephosphorylation,21,"MTMR12, MTMR11, INPP5A, SYNJ2, INPP4B, INPP5J, INPP5D, SACM1L, FIG4, MTMR2, INPP5E, MTMR3, INPP5K, MTMR9, SYNJ1, INPP5F, TPTE, MTMR4, PIP4P2, INPP5B, OCRL",21,21,0,1.0,0.03440675139427185,-4.884981308350689e-19,0.13958604139586042,two-sided,0.5898481380912188
response to water,11,"MAPK10, PIK3CA, SIPA1, COL18A1, AKR1B1, PKD2, MYC, DMD, KRT8, ATP2B4, PKD2L1",11,11,0,1.0,0.034403447061777115,1.687538997430238e-18,0.17498250174982502,two-sided,0.6007011207438532
regulation of execution phase of apoptosis,15,"FZD3, TNF, FAP, PTGIS, APAF1, RPS3, ENDOG, SIRT2, ST20, DLC1, TP53BP2, RFPL1, CIDEA, CDKN2A, AIFM1",15,15,0,1.0,0.03439253941178322,3.4638958368304882e-18,0.24847515248475152,two-sided,0.6241799854349329
positive regulation of TOR signaling,23,"TREM2, RICTOR, GOLPH3, GPR137C, SLC38A9, GPR137, LAMTOR1, SEH1L, RRAGD, CLEC16A, RHEB, LAMTOR4, RELN, MLST8, LAMTOR2, GAS6, WAC, RRAGB, LAMTOR5, PIK3CA, RRAGC, XBP1, MIOS",23,23,0,1.0,0.0343913808465004,-1.2878587085651815e-18,0.18418158184181582,two-sided,0.6007011207438532
regulation of chromosome separation,30,"CCNB1, PTTG2, TPR, BUB3, TACC3, PTTG1, CDC26, CDC16, LCMT1, DUSP1, GEN1, CDC6, ANAPC4, MAD2L2, RB1, ZWINT, CUL3, CHFR, DYNC1LI1, ANAPC11, PSMG2, NUMA1, CDC27, ZWILCH, ANAPC15, CENPF, CDT1, MAD1L1, NEK6, SPDL1",30,30,0,1.0,0.034384503960609436,-8.326672684688674e-19,0.059394060593940604,two-sided,0.5845415458454155
regulation of muscle hypertrophy,35,"CDK9, PRKCA, PAK1, SLC9A1, SMAD3, PIN1, AKAP6, IL6ST, ROCK1, ROCK2, PPARG, IGF1, GLRX3, RGS4, FOXO1, BECN1, ATP2B4, RGS2, LMCD1, EDN1, MEF2A, CAMK2D, PPP3CA, PARP1, LMNA, PI16, FOXP1, P2RX4, NR4A3, ADRA1A, JARID2, MLIP, IGFBP5, ERRFI1, TRPC3",35,35,0,1.0,0.03438083827495575,2.7200464103316334e-19,0.12318768123187682,two-sided,0.5898481380912188
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,15,"VPS37C, SNF8, CHMP1A, VPS36, CHMP4A, UBAP1, UBAP1L, TOM1L1, VPS37B, CHMP2A, VPS25, VPS37D, CHMP4B, RNF115, CHMP1B",15,15,0,1.0,0.03435700014233589,-1.7319479184152441e-18,0.26607339266073393,two-sided,0.6300320774374175
negative regulation of synaptic vesicle transport,6,"CYFIP1, SYT4, STX1B, RAP1B, CNIH2, BRAF",6,6,0,1.0,0.03435288369655609,-1.0658141036401502e-18,0.141985801419858,two-sided,0.5898481380912188
killing of cells of other organism,21,"CXCL14, RPS19, GNLY, POMC, ROMO1, CHGA, APOL1, CCL28, SYK, CCL27, CXCL2, TOR2A, KNG1, BAD, NOS2, TUSC2, LCE3C, BCL2L11, TAC1, CXCL12, HMGN2",21,21,0,1.0,0.03431365266442299,1.0658141036401502e-18,0.19838016198380162,two-sided,0.6052147219926906
disruption of cells of other organism,21,"CXCL2, CCL27, CHGA, CXCL14, TAC1, KNG1, CXCL12, BCL2L11, CCL28, GNLY, ROMO1, LCE3C, HMGN2, TUSC2, APOL1, TOR2A, BAD, POMC, NOS2, SYK, RPS19",21,21,0,1.0,0.03431365266442299,1.0658141036401502e-18,0.19838016198380162,two-sided,0.6052147219926906
prostaglandin secretion,11,"TNFRSF11A, ACSL4, PLA2G4A, NOS2, IL1B, PTGES, MAP2K6, EDN1, ATP5PF, P2RX4, MIF",11,11,0,1.0,0.0342739000916481,1.3322676295501879e-18,0.2816718328167183,two-sided,0.6326043451992828
positive regulation of cell cycle G2/M phase transition,13,"RAB11A, WNT10B, CCNB1, MECP2, STOX1, RRM2B, RAD51C, CCND1, DYRK3, MTA3, ATAD5, RCC2, SMARCD3",13,13,0,1.0,0.03426159545779228,-1.7041923427996154e-18,0.16478352164783522,two-sided,0.5983663610594671
negative regulation of catabolic process,136,"HGF, GIT1, CRTC3, APOC1, CAMLG, NOP53, RUBCN, TIMP4, ATP2B4, YOD1, UBE2J1, GPLD1, LZTS1, AQP11, PINK1, MGAT3, GIPC1, TSC1, HDAC4, ANXA2, RPL5, BCL2, CHMP4A, HSP90AB1, PTPN3, TIGAR, RASIP1, PIK3CA, CYP51A1, CIDEA, TAB3, ADORA1, TIMP1, CTSA, OPHN1, RPL23, SLC25A12, PABPC1, HMOX1, MT3, WASHC1, CLEC16A, RGN, GABARAPL2, DDRGK1, EHMT2, SDCBP, CBFA2T3, IL10RA, OGT, SNCA, NELL1, SMARCC1, USP36, SGTA, RYBP, WAC, LAPTM4B, ROCK1, GOLGA2, DERL2, AZIN2, NRG1, N4BP1, QSOX1, WDR6, MET, DAP, ADRA1A, SECISBP2, PKP3, DAPL1, HMGCR, ATP13A2, EIF4G2, VPS35, MTMR9, LRPPRC, SUFU, SORL1, CNR1, SMAD3, BECN1, SNX12, IL1B, NBAS, ADRA2A, SEC22B, MFSD2A, TMEM39A, EPHA4, PRKCG, CHMP4B, SVIP, NAMPT, SLIRP, DHX9, PPARGC1A, PIN1, PLIN5, SIRT2, TOB1, TSPO, TBC1D14, NUPR1, HERC1, GRIN2A, BAG5, TNF, ATG7, AGAP2, EIF3H, TIMP2, NOS2, SF3B3, MTMR2, TREM2, CDKN2A, FOXK2, PDCL3, LRRK2, FMN2, FEZ1, MAD2L2, RILP, PHF23, SYNCRIP, ALK, TLK2, PAIP1, SNX3, MAP1A, LEPR, YBX1, AZIN1, GRIN2C",136,136,0,1.0,0.0342433787882328,4.4408920985006264e-20,0.1346865313468653,two-sided,0.5898481380912188
positive regulation of CREB transcription factor activity,12,"ADCY1, LRP8, ADCY8, CRTC3, CD200, EPHA5, VEGFA, RELN, PRKD1, CRTC2, CAMK1D, RPS6KA4",12,12,0,1.0,0.03422778844833374,-4.440892098500626e-19,0.18418158184181582,two-sided,0.6007011207438532
mitochondrial RNA metabolic process,21,"HSD17B10, FASTKD5, FASTKD1, EARS2, MRPL12, GRSF1, TWNK, TFB2M, PPARGC1B, TFAM, LRPPRC, TRIT1, MTERF2, ELAC2, PNPT1, TRMT61B, SLIRP, TRMT10A, TRMT10C, TFB1M, CHCHD10",21,21,0,1.0,0.03417297452688217,-1.2434497875801753e-18,0.2753724627537246,two-sided,0.6310573960244116
Ras protein signal transduction,179,"SDCBP, SCAI, GPR4, APOE, CTNNAL1, ARHGAP44, RAPGEF1, ARHGEF11, MAPRE2, ADRA1A, ARHGAP6, ARPP19, RALB, TRIM67, MFN2, RIT2, DENND4B, FGF2, ARHGDIG, RAB12, RAB35, GDI1, SHC3, WASF1, RABGEF1, DGKI, CDC42EP2, RASGRP2, RAB33A, SH3BP1, ARHGDIA, HRAS, LRRC59, CHUK, RASGRP1, RALBP1, CYFIP1, DOK1, SOS1, LZTR1, GNA12, RIT1, EPHB2, COL1A2, TIMP2, RGL1, ADGRG1, RB1, CDC42EP4, GPSM2, RALGPS2, RAPGEF2, PLCE1, RFXANK, KSR2, ARFGEF3, AIF1, RAB39B, RGL2, STMN1, NISCH, LIMK1, RASA3, VAV1, GPR20, DHCR24, SPRY4, ARFGEF2, TNFAIP1, BRK1, HEG1, RAPGEF4, RAB15, ARHGAP29, RASGRF2, BCR, CYTH4, IGF1, ABCA1, OGT, RIPOR2, MYO9B, USP8, MAPK11, PLEKHG5, RAP1B, CDC42SE2, RAC1, ARHGEF28, CDKN2A, RASIP1, RAB4A, CDH13, NET1, JUN, RAPGEF5, RAB33B, RASAL1, KRAS, TIAM1, ARHGAP42, PHACTR4, RAPGEFL1, ARHGAP4, ROBO1, SHC1, RHOV, RAPGEF6, CDC42SE1, GABARAP, ITGB1, RGL3, JAK2, ARHGDIB, STMN3, CAVIN4, CDC42, KCTD10, ARHGAP1, ADRA2A, RALA, DENND4C, SSX2IP, STAMBP, DLC1, SPRY1, CDC42EP3, SHC2, OPHN1, RALGPS1, CUL3, RASGRP3, KITLG, PLK2, KBTBD6, PDPN, MRAS, LPAR6, DBNL, NRP1, ARHGEF25, ARRB1, RASGEF1C, CYTH1, STARD13, DENND1A, PSD3, PSD, RERG, PIK3CB, RTN4, RRAS2, LYN, MET, RASGRF1, ROCK2, DENND3, MCF2L, RTN4R, NRG1, RREB1, NCKAP1, RASGEF1A, ARHGEF18, PRAG1, IQSEC2, RASAL3, ROCK1, RAP2B, USP28, IQSEC1, DOK3, RHOG, LAT, RALGDS, CADM4, PRKD1, AKAP13, RASGEF1B",179,179,0,1.0,0.034130219370126724,1.0436096431476472e-18,0.12568743125687432,two-sided,0.5898481380912188
protein peptidyl-prolyl isomerization,19,"FKBP1B, PTPA, FKBP1A, PIN1, PPIE, RANBP2, NKTR, FKBP5, PPIL6, PPIF, PPIAL4A, PPWD1, FKBP11, FKBP2, FKBP14, FKBP7, PPIL2, PPIC, PPIL3",19,19,0,1.0,0.03412573039531708,-2.1538326677728038e-18,0.2806719328067193,two-sided,0.6326043451992828
cell volume homeostasis,15,"SHANK3, AQP1, LRRC8A, CLCN6, GNB3, AQP11, SLC12A8, ADD1, SLC12A5, KCNN4, CLNS1A, CCDC51, CLN3, SLC12A7, AQP4",15,15,0,1.0,0.034124113619327545,2.2093438190040616e-18,0.24737526247375263,two-sided,0.6240988832151267
muscle organ morphogenesis,33,"LY6E, ARID5B, WNT5A, FKBP1A, TNNT2, FGFR2, HEG1, TCAP, ACTC1, FZD1, NRG1, FOXC1, TGFBR1, TPM1, TBX1, MYLK, SERP1, EFEMP2, TTN, LRP2, S1PR1, EDNRA, ISL1, MYLK2, LIF, FZD2, COL11A1, RYR2, DSP, ZFPM2, MYH7, TNNI3, PROX1",33,32,1,0.9696969696969697,0.034116946160793304,-1.2545520178264268e-18,0.1528847115288471,two-sided,0.5983663610594671
regulation of substrate adhesion-dependent cell spreading,30,"FERMT2, ARPC2, NRP1, S100A10, CDC42, PDPN, RREB1, PREX1, CSPG5, OLFM4, MELTF, ITGB1BP1, MYADM, RCC2, LIMS2, WASHC2C, DAB2, CARMIL1, NEDD9, ILK, SPRY4, CIB1, EFNA5, MDK, RAC1, CALR, ACTN4, BRAF, ST6GAL1, ARHGEF7",30,30,0,1.0,0.03410251811146736,-8.770761894538738e-19,0.25507449255074494,two-sided,0.6245018682791995
negative regulation of inflammatory response to antigenic stimulus,56,"VIP, FGR, GPR176, NPY, TREM2, HTR7, GPR150, ADCYAP1, VIPR2, PRKAR2A, CRH, RXFP1, ADCY4, CD247, MC1R, ADM, NPY5R, VIPR1, GLP2R, ADCYAP1R1, HTR4, GNAS, DRD1, CD163, PRKACB, PTGER4, ADORA2B, MKRN2, SYK, ADRB1, HCK, POMC, GNG2, ADCY8, GGT1, PTHLH, GGT5, HRH2, RHBDF2, ADCY1, ADCY3, FCGR2A, FCGR3A, ADCY2, ADCY7, PTH1R, PLCG2, HLA-DRB1, PLK2, GPR27, LYN, ADCY9, GPR83, RAMP3, GPR20, ADRB2",56,56,0,1.0,0.034088607877492905,-2.1094237467877974e-18,0.1932806719328067,two-sided,0.6007011207438532
response to interleukin-15,6,"PLCB1, IL15, IL15RA, ACSL4, JAK1, SHC1",6,6,0,1.0,0.03407438471913338,7.327471962526033e-19,0.12388761123887611,two-sided,0.5898481380912188
regulation of long-term neuronal synaptic plasticity,15,"SHANK3, GRM5, EPHB2, SNCA, RAB11A, SYP, GRIK2, DLG4, NEURL1, NETO1, KIT, SYNGR1, KRAS, HRAS, DRD2",15,15,0,1.0,0.03406745567917824,3.730349362740526e-18,0.29457054294570545,two-sided,0.635446270871068
meiotic nuclear division,57,"CYP26B1, SYCP2, ING2, SGO2, SPIRE2, DMRTC2, REC8, TDRD9, AGO4, KLHDC3, RAD51C, STAG3, SMC2, WNT5A, EHMT2, ERCC1, UBE2B, CHFR, PLCB1, CORT, SUN1, PTTG2, MEI1, WNT4, MSX1, CENPX, BCL2L11, LIF, SYCE1, SLX4, FMN2, NDC1, ZCWPW1, ERCC4, NPM2, RNF212, CENPS, CENPC, PTTG1, RAD54B, TERF1, GOLGA2, MND1, SIRT7, MARF1, RMI1, SIRT2, CCNA1, MYBL1, CCNE1, UBR2, RPS6KA2, CCNB1IP1, RAD51D, TUBB8, MEIKIN, TDRKH",57,57,0,1.0,0.034009214490652084,1.0880185641326534e-18,0.07019298070192981,two-sided,0.5895758749483904
response to calcium ion,95,"CPNE9, SYT3, SYT2, TRPC1, PPP3CA, CPNE6, MTTP, TTN, CAMK2D, DUSP1, RASGRP2, KCNMB1, SYT15, MCOLN1, SLC25A12, ADGRV1, SPARC, CACNG2, RYR1, S100A16, PCDH15, CALM2, ENDOG, SYT5, SYT6, CRHBP, IQGAP1, SYT12, PRKAA2, CPNE5, WNT5A, MEF2A, ALOX5AP, PKD2, RYR3, KCNIP2, NEUROD2, NCSTN, SYT13, CALM3, FOSB, CPNE4, CPNE2, ACTG1, TRPM2, SYT4, RYR2, CCND1, SYT10, PTGES, GDI1, ITPR3, ADD1, NLGN1, ANXA11, KCNH1, BRAF, HPCA, SLC25A13, EDN1, ADCY8, CPNE3, TNNT2, JUN, HOMER1, RASAL1, SLC25A23, INHBB, MEF2C, SYT1, CPNE7, ENTPD6, NRXN1, STIM1, CHP2, CAPN3, BAD, SYT17, PCSK1, TRPC3, ADAM9, CPNE8, ADCY1, FOS, PPIF, PLCG2, GPLD1, ALG2, EEF2K, KCNMB4, KCNMB2, AKR1C3, PENK, CALM1, SEC31A",95,95,0,1.0,0.034007780253887177,-1.0380585280245214e-18,0.15398460153984603,two-sided,0.5983663610594671
NAD metabolic process,43,"PFKL, NAXD, GPI, PCK2, CD38, NUDT12, PFKP, NAXE, SARM1, GPD1, PTGS2, HK2, NQO1, NADK2, LDHA, PARP16, FOXK2, NMNAT2, QPRT, OGDH, ASPDH, MDH2, PTGIS, KYNU, TIGAR, PGAM1, ENO3, RNLS, NMRK1, SLC25A12, NUDT17, PFKM, ENO1, ALDOC, GPD2, VCP, GPD1L, NMNAT3, TPI1, NAMPT, MDH1, PGK1, NNMT",43,43,0,1.0,0.03400762006640434,-9.436895709313831e-19,0.25717428257174285,two-sided,0.6248797434306156
carbohydrate transport,72,"EZR, C1QTNF12, TMEM241, SLC2A5, SLC50A1, SMPD3, SLC35C1, HK2, PRKCI, SLC2A11, SLC35B1, PID1, SLC5A4, NR4A3, PRKCB, TSC1, PRKAG2, SLC2A10, INPP5K, SLC2A6, SLC45A4, FABP5, ACE, PEA15, BRAF, SLC35A2, TNF, IL1B, DRD1, C2CD5, AQP11, SLC2A12, GRB10, SORBS1, RNASEL, RTN2, MFSD12, AQP1, SLC35B4, IRS1, SLC2A1, SLC45A3, C3, INSR, SLC35D2, RSC1A1, PIK3R1, SLC5A11, ENPP1, APPL1, IGF1, SLC35A4, MEF2A, SLC45A1, CLIP3, MFSD4A, MFSD2A, SLC25A27, OSBPL8, MFSD4B, MYC, PPARD, CLTCL1, STXBP3, SORT1, ASPSCR1, ERFE, RHOQ, OSTN, RPS6KB1, ARPP19, OPN3",72,71,1,0.9861111111111112,0.03399538993835449,-7.549516567451064e-19,0.08309169083091691,two-sided,0.5895758749483904
organelle fusion,101,"MCOLN1, RAB13, CAV2, PLA2G5, VPS39, SYT4, MAP1LC3B, BECN1, STX16, SNAP29, VPS41, SNCA, MFN2, STX19, STX12, TGFBRAP1, PARL, CPLX2, SYT13, LIX1, VAMP1, RUBCN, VCPIP1, NKD2, THG1L, KIF5B, USO1, C2CD5, STOML2, TAP1, BAK1, ARL8B, VAV3, SEC22B, DOC2B, SNAPIN, MFSD8, SYT1, VPS11, RAB7B, CLN3, STX7, CHMP4A, RAB8B, TSNARE1, ANKFY1, LIX1L, CALR, CHMP1B, SAMD9, MFN1, YIPF4, ANKRD27, CHMP1A, BNIP3, MAP1LC3A, MAP1LC3B2, CORO1A, FIS1, RUBCNL, MIGA1, CPLX1, PHF23, VAT1, PCDHGA3, STXBP6, VAMP8, GABARAPL2, STX8, TMEM39A, VTI1B, TRIM9, ATP2A2, SNAP47, STXBP1, CALM1, CHMP2A, STX2, STX1B, OMA1, RCC1L, VCP, VAMP3, RAB34, ANXA2, ADRB2, CLEC16A, TAP2, CPLX3, SPHK1, SNAP25, STX1A, PLD6, GABARAP, TBC1D4, PRRT2, ANXA1, CHCHD3, MFF, CHMP4B, TFRC",101,101,0,1.0,0.033958226442337036,-9.658940314238861e-19,0.1161883811618838,two-sided,0.5898481380912188
peptidyl-tyrosine modification,166,"EPHA6, MAPK3, EPHA4, FGFR2, FES, IL6ST, BMP6, AATK, MERTK, JAK1, GAS6, NF2, SUZ12, RIPK2, FRK, PLCG2, MIF, FGR, INSR, CSPG4, BTC, LRRK1, CD24, TYK2, PKDCC, ACVR1, CBLB, GRM5, ACE, ALK, NTRK2, BCR, DYRK3, ERRFI1, ISL1, RICTOR, TIE1, TNFRSF14, JAK2, IL6R, EPHA3, DLG4, RAP2B, TPST2, ALKAL2, MAP2K7, FGFR3, VEGFA, SOCS5, IL34, CCK, DDR1, NRG1, FLT1, CD81, CD44, ZFYVE28, MAP2K3, SH2B3, CNTN1, NCK2, FLT4, IGF1, NRP1, SEMA4D, SHC1, NEURL1, TREM2, MAP2K1, PECAM1, NEK1, LIF, EPHA5, PDGFB, IL15, AFAP1L2, ADORA1, HCLS1, CADM4, ENPP2, PTPN4, NTRK3, FGFR1, RET, ADNP, MLST8, TNK2, LTK, EPHB1, KIT, MAP2K4, DOK7, MVP, HCK, ANGPT1, SYK, CD74, PTPRJ, DYRK2, FLT3, DVL2, MAP2K2, IL12RB2, EPHB6, PIBF1, NEDD9, RYK, MAP2K6, MET, ADRA2A, MATK, TNF, CAMKK2, FBXW7, EFNA5, HES5, TPST1, HDAC2, THBS4, ADRA1A, SFRP1, PTPRC, GHR, BDNF, MST1R, EPHA7, EPHB2, EPHB3, ABI1, TTL, PTPN2, DUSP22, HES1, LILRB4, THY1, ARL2BP, KITLG, TEK, GGNBP2, CLK4, STYK1, TYRO3, GFRA1, IQGAP1, PRNP, ERBB2, EPHA10, FGF7, CSF1R, TTN, EFEMP1, RELN, MAP2K5, INPP5F, PRKCD, CRLF1, LRP8, PDGFRA, LMTK2, CLK3, VPS25, HGF, DYRK4, CNOT7, LYN, HTR2A",166,165,1,0.9939759036144579,0.0339202880859375,2.220446049250313e-19,0.07239276072392761,two-sided,0.5895758749483904
